district,sector,year,value_rs_cr,rank,growth_pct,contribution_pct
VISAKHAPATNAM,Industry Sector (aggregate),2022-23 (TRE),34536.81367430923,1,,11.76
VISAKHAPATNAM,Industry Sector (aggregate),2023-24 (SRE),46733.75334893036,1,35.32,14.46
VISAKHAPATNAM,Industry Sector (aggregate),2024-25 (FRE),49675,1,6.29,14.15
VISAKHAPATNAM,Industry Sector (aggregate),2025-26 (FAE),54442,1,9.6,14.16
ANAKAPALLE,Industry Sector (aggregate),2022-23 (TRE),21903.27873865678,3,,7.45
ANAKAPALLE,Industry Sector (aggregate),2023-24 (SRE),24215.106737074737,3,10.56,7.49
ANAKAPALLE,Industry Sector (aggregate),2024-25 (FRE),25541,3,5.48,7.28
ANAKAPALLE,Industry Sector (aggregate),2025-26 (FAE),29166,3,14.19,7.59
KAKINADA,Industry Sector (aggregate),2022-23 (TRE),15648.087125764634,5,,5.33
KAKINADA,Industry Sector (aggregate),2023-24 (SRE),15959.581749516607,7,1.99,4.94
KAKINADA,Industry Sector (aggregate),2024-25 (FRE),17745,8,11.18,5.06
KAKINADA,Industry Sector (aggregate),2025-26 (FAE),19359,8,9.1,5.04
DR.B.R.AMBEDKAR KONASEEMA,Industry Sector (aggregate),2022-23 (TRE),9733.390724457382,12,,3.31
DR.B.R.AMBEDKAR KONASEEMA,Industry Sector (aggregate),2023-24 (SRE),9507.856820003815,12,-2.31,2.94
DR.B.R.AMBEDKAR KONASEEMA,Industry Sector (aggregate),2024-25 (FRE),9967,12,4.83,2.84
DR.B.R.AMBEDKAR KONASEEMA,Industry Sector (aggregate),2025-26 (FAE),9721,16,-2.47,2.53
EAST GODAVARI,Industry Sector (aggregate),2022-23 (TRE),10053.627243755447,11,,3.42
EAST GODAVARI,Industry Sector (aggregate),2023-24 (SRE),10616.897283120425,11,5.6,3.28
EAST GODAVARI,Industry Sector (aggregate),2024-25 (FRE),11302,11,6.45,3.22
EAST GODAVARI,Industry Sector (aggregate),2025-26 (FAE),12277,11,8.63,3.19
WEST GODAVARI,Industry Sector (aggregate),2022-23 (TRE),7325.126872277777,16,,2.49
WEST GODAVARI,Industry Sector (aggregate),2023-24 (SRE),7327.816169088316,17,0.04,2.27
WEST GODAVARI,Industry Sector (aggregate),2024-25 (FRE),8729,16,19.12,2.49
WEST GODAVARI,Industry Sector (aggregate),2025-26 (FAE),9600,17,9.98,2.5
ELURU,Industry Sector (aggregate),2022-23 (TRE),4985.323624223092,23,,1.7
ELURU,Industry Sector (aggregate),2023-24 (SRE),6696.2458463598405,20,34.32,2.07
ELURU,Industry Sector (aggregate),2024-25 (FRE),6932,21,3.52,1.97
ELURU,Industry Sector (aggregate),2025-26 (FAE),7049,22,1.69,1.83
KRISHNA,Industry Sector (aggregate),2022-23 (TRE),7235.419342364068,17,,2.46
KRISHNA,Industry Sector (aggregate),2023-24 (SRE),8423.837448545364,13,16.43,2.61
KRISHNA,Industry Sector (aggregate),2024-25 (FRE),9316,14,10.59,2.65
KRISHNA,Industry Sector (aggregate),2025-26 (FAE),10035,13,7.72,2.61
NTR,Industry Sector (aggregate),2022-23 (TRE),13956.874494161326,7,,4.75
NTR,Industry Sector (aggregate),2023-24 (SRE),16849.080114674358,5,20.72,5.21
NTR,Industry Sector (aggregate),2024-25 (FRE),18394,5,9.17,5.24
NTR,Industry Sector (aggregate),2025-26 (FAE),20157,6,9.58,5.24
GUNTUR,Industry Sector (aggregate),2022-23 (TRE),13125.990663322145,9,,4.47
GUNTUR,Industry Sector (aggregate),2023-24 (SRE),16842.89767602577,6,28.32,5.21
GUNTUR,Industry Sector (aggregate),2024-25 (FRE),17751,7,5.39,5.06
GUNTUR,Industry Sector (aggregate),2025-26 (FAE),21153,5,19.17,5.5
BAPATLA,Industry Sector (aggregate),2022-23 (TRE),5183.997590485516,22,,1.76
BAPATLA,Industry Sector (aggregate),2023-24 (SRE),4497.042724594332,24,-13.25,1.39
BAPATLA,Industry Sector (aggregate),2024-25 (FRE),4773,24,6.14,1.36
BAPATLA,Industry Sector (aggregate),2025-26 (FAE),5414,23,13.43,1.41
PALNADU,Industry Sector (aggregate),2022-23 (TRE),6796.049647207387,18,,2.31
PALNADU,Industry Sector (aggregate),2023-24 (SRE),7131.421633886258,18,4.93,2.21
PALNADU,Industry Sector (aggregate),2024-25 (FRE),7921,18,11.08,2.26
PALNADU,Industry Sector (aggregate),2025-26 (FAE),7438,21,-6.1,1.93
MARKAPURAM,Industry Sector (aggregate),2022-23 (TRE),2758.7563165456418,25,,0.94
MARKAPURAM,Industry Sector (aggregate),2023-24 (SRE),2727.664912270185,25,-1.12,0.84
MARKAPURAM,Industry Sector (aggregate),2024-25 (FRE),3110,25,14,0.89
MARKAPURAM,Industry Sector (aggregate),2025-26 (FAE),3188,25,2.51,0.83
PRAKASAM,Industry Sector (aggregate),2022-23 (TRE),19725.600418133632,4,,6.71
PRAKASAM,Industry Sector (aggregate),2023-24 (SRE),7647.334607964924,16,-61.23,2.37
PRAKASAM,Industry Sector (aggregate),2024-25 (FRE),9063,15,18.52,2.58
PRAKASAM,Industry Sector (aggregate),2025-26 (FAE),10327,12,13.95,2.69
SPS NELLORE,Industry Sector (aggregate),2022-23 (TRE),13221.203503785133,8,,4.5
SPS NELLORE,Industry Sector (aggregate),2023-24 (SRE),15536.283109844964,8,17.51,4.81
SPS NELLORE,Industry Sector (aggregate),2024-25 (FRE),18335,6,18.02,5.22
SPS NELLORE,Industry Sector (aggregate),2025-26 (FAE),19426,7,5.95,5.05
KURNOOL,Industry Sector (aggregate),2022-23 (TRE),7603.423599688087,14,,2.59
KURNOOL,Industry Sector (aggregate),2023-24 (SRE),8115.364123598968,14,6.73,2.51
KURNOOL,Industry Sector (aggregate),2024-25 (FRE),9410,13,15.96,2.68
KURNOOL,Industry Sector (aggregate),2025-26 (FAE),9948,14,5.72,2.59
NANDYAL,Industry Sector (aggregate),2022-23 (TRE),6448.64351203399,20,,2.2
NANDYAL,Industry Sector (aggregate),2023-24 (SRE),7701.500272722781,15,19.43,2.38
NANDYAL,Industry Sector (aggregate),2024-25 (FRE),7965,17,3.41,2.27
NANDYAL,Industry Sector (aggregate),2025-26 (FAE),8720,18,9.48,2.27
ANANTHAPURAMU,Industry Sector (aggregate),2022-23 (TRE),9533.389366165815,13,,3.24
ANANTHAPURAMU,Industry Sector (aggregate),2023-24 (SRE),12590.584643110078,10,32.08,3.89
ANANTHAPURAMU,Industry Sector (aggregate),2024-25 (FRE),14011,10,11.28,3.99
ANANTHAPURAMU,Industry Sector (aggregate),2025-26 (FAE),14808,10,5.69,3.85
SRI SATYA SAI,Industry Sector (aggregate),2022-23 (TRE),14704.763230867437,6,,5.01
SRI SATYA SAI,Industry Sector (aggregate),2023-24 (SRE),15278.120942290421,9,3.9,4.73
SRI SATYA SAI,Industry Sector (aggregate),2024-25 (FRE),16362,9,7.1,4.66
SRI SATYA SAI,Industry Sector (aggregate),2025-26 (FAE),17528,9,7.13,4.56
YSR KADAPA,Industry Sector (aggregate),2022-23 (TRE),11272.166443967413,10,,3.84
YSR KADAPA,Industry Sector (aggregate),2023-24 (SRE),20351.876910217918,4,80.55,6.3
YSR KADAPA,Industry Sector (aggregate),2024-25 (FRE),20951,4,2.94,5.97
YSR KADAPA,Industry Sector (aggregate),2025-26 (FAE),23830,4,13.74,6.2
ANNAMAYYA,Industry Sector (aggregate),2022-23 (TRE),4811.977932192527,24,,1.64
ANNAMAYYA,Industry Sector (aggregate),2023-24 (SRE),5969.129631058875,23,24.04,1.85
ANNAMAYYA,Industry Sector (aggregate),2024-25 (FRE),6050,23,1.36,1.72
ANNAMAYYA,Industry Sector (aggregate),2025-26 (FAE),5174,24,-14.48,1.35
CHITTOOR,Industry Sector (aggregate),2022-23 (TRE),7329.317119899193,15,,2.49
CHITTOOR,Industry Sector (aggregate),2023-24 (SRE),6275.502471918495,22,-14.37,1.94
CHITTOOR,Industry Sector (aggregate),2024-25 (FRE),6897,22,9.89,1.96
CHITTOOR,Industry Sector (aggregate),2025-26 (FAE),9775,15,41.73,2.54
TIRUPATI,Industry Sector (aggregate),2022-23 (TRE),31403.464865188627,2,,10.69
TIRUPATI,Industry Sector (aggregate),2023-24 (SRE),30689.61190193474,2,-2.27,9.49
TIRUPATI,Industry Sector (aggregate),2024-25 (FRE),32860,2,7.07,9.36
TIRUPATI,Industry Sector (aggregate),2025-26 (FAE),36051,2,9.71,9.38
SRIKAKULAM,"Trade,Hotel & Restaurants",2022-23 (TRE),2602.3904650629747,9,,2.92
SRIKAKULAM,"Trade,Hotel & Restaurants",2023-24 (SRE),2770,9,6.46,2.88
SRIKAKULAM,"Trade,Hotel & Restaurants",2024-25 (FRE),2602,10,-6.06,2.39
SRIKAKULAM,"Trade,Hotel & Restaurants",2025-26 (FAE),2990.5344237840445,10,14.95,2.44
VIZIANAGARAM,"Trade,Hotel & Restaurants",2022-23 (TRE),1561.069990922644,15,,1.75
VIZIANAGARAM,"Trade,Hotel & Restaurants",2023-24 (SRE),1724,16,10.44,1.79
VIZIANAGARAM,"Trade,Hotel & Restaurants",2024-25 (FRE),1672,18,-3.02,1.53
VIZIANAGARAM,"Trade,Hotel & Restaurants",2025-26 (FAE),1823.7965536539966,18,9.09,1.49
PARVATHIPURAM MANYAM,"Trade,Hotel & Restaurants",2022-23 (TRE),769.8135839888589,22,,0.86
PARVATHIPURAM MANYAM,"Trade,Hotel & Restaurants",2023-24 (SRE),1001,21,30,1.04
PARVATHIPURAM MANYAM,"Trade,Hotel & Restaurants",2024-25 (FRE),975,21,-2.6,0.89
PARVATHIPURAM MANYAM,"Trade,Hotel & Restaurants",2025-26 (FAE),1244.9568176042676,20,27.69,1.02
ALLURI SEETHA RAMA RAJU,"Trade,Hotel & Restaurants",2022-23 (TRE),670.7705518928337,24,,0.75
ALLURI SEETHA RAMA RAJU,"Trade,Hotel & Restaurants",2023-24 (SRE),1152,20,71.68,1.2
ALLURI SEETHA RAMA RAJU,"Trade,Hotel & Restaurants",2024-25 (FRE),1039,20,-9.81,0.95
ALLURI SEETHA RAMA RAJU,"Trade,Hotel & Restaurants",2025-26 (FAE),1111.8175039132373,21,7.03,0.91
POLAVARAM,"Trade,Hotel & Restaurants",2022-23 (TRE),110.25174362691983,28,,0.12
POLAVARAM,"Trade,Hotel & Restaurants",2023-24 (SRE),123,28,11.82,0.13
POLAVARAM,"Trade,Hotel & Restaurants",2024-25 (FRE),164,28,33.33,0.15
POLAVARAM,"Trade,Hotel & Restaurants",2025-26 (FAE),260.05347469982104,27,58.54,0.21
VISAKHAPATNAM,"Trade,Hotel & Restaurants",2022-23 (TRE),30951.38289550624,1,,34.69
VISAKHAPATNAM,"Trade,Hotel & Restaurants",2023-24 (SRE),31118,1,0.54,32.3
VISAKHAPATNAM,"Trade,Hotel & Restaurants",2024-25 (FRE),35602,1,14.41,32.66
VISAKHAPATNAM,"Trade,Hotel & Restaurants",2025-26 (FAE),39583.726320021924,1,11.18,32.29
ANAKAPALLE,"Trade,Hotel & Restaurants",2022-23 (TRE),862.428050580246,19,,0.97
ANAKAPALLE,"Trade,Hotel & Restaurants",2023-24 (SRE),523,24,-39.33,0.54
ANAKAPALLE,"Trade,Hotel & Restaurants",2024-25 (FRE),716,24,36.9,0.66
ANAKAPALLE,"Trade,Hotel & Restaurants",2025-26 (FAE),825.8022041270357,24,15.36,0.67
KAKINADA,"Trade,Hotel & Restaurants",2022-23 (TRE),3995.947821685732,5,,4.48
KAKINADA,"Trade,Hotel & Restaurants",2023-24 (SRE),4374,5,9.46,4.54
KAKINADA,"Trade,Hotel & Restaurants",2024-25 (FRE),4710,6,7.68,4.32
KAKINADA,"Trade,Hotel & Restaurants",2025-26 (FAE),5103.199267730682,6,8.34,4.16
DR.B.R.AMBEDKAR KONASEEMA,"Trade,Hotel & Restaurants",2022-23 (TRE),1689.9078402104494,13,,1.89
DR.B.R.AMBEDKAR KONASEEMA,"Trade,Hotel & Restaurants",2023-24 (SRE),1832,15,8.4,1.9
DR.B.R.AMBEDKAR KONASEEMA,"Trade,Hotel & Restaurants",2024-25 (FRE),1945,14,6.17,1.78
DR.B.R.AMBEDKAR KONASEEMA,"Trade,Hotel & Restaurants",2025-26 (FAE),2241.2180181979643,14,15.22,1.83
EAST GODAVARI,"Trade,Hotel & Restaurants",2022-23 (TRE),3773.6995610222993,7,,4.23
EAST GODAVARI,"Trade,Hotel & Restaurants",2023-24 (SRE),4257,6,12.8,4.42
EAST GODAVARI,"Trade,Hotel & Restaurants",2024-25 (FRE),4428,7,4.02,4.06
EAST GODAVARI,"Trade,Hotel & Restaurants",2025-26 (FAE),4963.332784734994,7,12.08,4.05
WEST GODAVARI,"Trade,Hotel & Restaurants",2022-23 (TRE),3025.0077051838666,8,,3.39
WEST GODAVARI,"Trade,Hotel & Restaurants",2023-24 (SRE),3832,7,26.68,3.98
WEST GODAVARI,"Trade,Hotel & Restaurants",2024-25 (FRE),3519,8,-8.17,3.23
WEST GODAVARI,"Trade,Hotel & Restaurants",2025-26 (FAE),3905.304874792524,8,10.97,3.19
ELURU,"Trade,Hotel & Restaurants",2022-23 (TRE),1635.3999747004896,14,,1.83
ELURU,"Trade,Hotel & Restaurants",2023-24 (SRE),1928,14,17.92,2
ELURU,"Trade,Hotel & Restaurants",2024-25 (FRE),1934,15,0.31,1.77
ELURU,"Trade,Hotel & Restaurants",2025-26 (FAE),2174.5909976927137,15,12.46,1.77
KRISHNA,"Trade,Hotel & Restaurants",2022-23 (TRE),4990.23239713728,3,,5.59
KRISHNA,"Trade,Hotel & Restaurants",2023-24 (SRE),5882,3,17.88,6.11
KRISHNA,"Trade,Hotel & Restaurants",2024-25 (FRE),6679,3,13.55,6.13
KRISHNA,"Trade,Hotel & Restaurants",2025-26 (FAE),7633.28391829826,3,14.28,6.23
NTR,"Trade,Hotel & Restaurants",2022-23 (TRE),10217.17627267313,2,,11.45
NTR,"Trade,Hotel & Restaurants",2023-24 (SRE),12155,2,18.97,12.62
NTR,"Trade,Hotel & Restaurants",2024-25 (FRE),14628,2,20.35,13.42
NTR,"Trade,Hotel & Restaurants",2025-26 (FAE),17101.848512090884,2,16.91,13.95
GUNTUR,"Trade,Hotel & Restaurants",2022-23 (TRE),3837.5667442823615,6,,4.3
GUNTUR,"Trade,Hotel & Restaurants",2023-24 (SRE),4761,4,24.05,4.94
GUNTUR,"Trade,Hotel & Restaurants",2024-25 (FRE),5619,4,18.02,5.15
GUNTUR,"Trade,Hotel & Restaurants",2025-26 (FAE),6342.041473332855,4,12.87,5.17
BAPATLA,"Trade,Hotel & Restaurants",2022-23 (TRE),371.2352697018164,25,,0.42
BAPATLA,"Trade,Hotel & Restaurants",2023-24 (SRE),242,26,-34.77,0.25
BAPATLA,"Trade,Hotel & Restaurants",2024-25 (FRE),440,26,81.82,0.4
BAPATLA,"Trade,Hotel & Restaurants",2025-26 (FAE),486.61113991902755,26,10.68,0.4
PALNADU,"Trade,Hotel & Restaurants",2022-23 (TRE),792.4680332577319,21,,0.89
PALNADU,"Trade,Hotel & Restaurants",2023-24 (SRE),719,23,-9.22,0.75
PALNADU,"Trade,Hotel & Restaurants",2024-25 (FRE),825,23,14.74,0.76
PALNADU,"Trade,Hotel & Restaurants",2025-26 (FAE),937.4743102112297,23,13.58,0.76
MARKAPURAM,"Trade,Hotel & Restaurants",2022-23 (TRE),155.41152482601993,27,,0.17
MARKAPURAM,"Trade,Hotel & Restaurants",2023-24 (SRE),125,27,-19.35,0.13
MARKAPURAM,"Trade,Hotel & Restaurants",2024-25 (FRE),190,27,52,0.17
MARKAPURAM,"Trade,Hotel & Restaurants",2025-26 (FAE),209.52412926624814,28,10.53,0.17
PRAKASAM,"Trade,Hotel & Restaurants",2022-23 (TRE),676.7934755694031,23,,0.76
PRAKASAM,"Trade,Hotel & Restaurants",2023-24 (SRE),747,22,10.34,0.78
PRAKASAM,"Trade,Hotel & Restaurants",2024-25 (FRE),897,22,20.08,0.82
PRAKASAM,"Trade,Hotel & Restaurants",2025-26 (FAE),993.7266326294828,22,10.81,0.81
SPS NELLORE,"Trade,Hotel & Restaurants",2022-23 (TRE),2327.968499923071,10,,2.61
SPS NELLORE,"Trade,Hotel & Restaurants",2023-24 (SRE),2284,10,-1.89,2.37
SPS NELLORE,"Trade,Hotel & Restaurants",2024-25 (FRE),2915,9,27.63,2.67
SPS NELLORE,"Trade,Hotel & Restaurants",2025-26 (FAE),3216.1425138286904,9,10.33,2.62
KURNOOL,"Trade,Hotel & Restaurants",2022-23 (TRE),1068.5474750745261,18,,1.2
KURNOOL,"Trade,Hotel & Restaurants",2023-24 (SRE),1561,18,46.02,1.62
KURNOOL,"Trade,Hotel & Restaurants",2024-25 (FRE),1790,16,14.67,1.64
KURNOOL,"Trade,Hotel & Restaurants",2025-26 (FAE),1856.8565298555188,17,3.74,1.51
NANDYAL,"Trade,Hotel & Restaurants",2022-23 (TRE),842.9160982169103,20,,0.94
NANDYAL,"Trade,Hotel & Restaurants",2023-24 (SRE),1202,19,42.59,1.25
NANDYAL,"Trade,Hotel & Restaurants",2024-25 (FRE),1362,19,13.31,1.25
NANDYAL,"Trade,Hotel & Restaurants",2025-26 (FAE),1330.4209690797557,19,-2.35,1.08
ANANTHAPURAMU,"Trade,Hotel & Restaurants",2022-23 (TRE),2208.071726658259,11,,2.47
ANANTHAPURAMU,"Trade,Hotel & Restaurants",2023-24 (SRE),2080,12,-5.8,2.16
ANANTHAPURAMU,"Trade,Hotel & Restaurants",2024-25 (FRE),2375,13,14.18,2.18
ANANTHAPURAMU,"Trade,Hotel & Restaurants",2025-26 (FAE),2665.6832965043313,12,12.25,2.17
SRI SATYA SAI,"Trade,Hotel & Restaurants",2022-23 (TRE),2201.2984650906005,12,,2.47
SRI SATYA SAI,"Trade,Hotel & Restaurants",2023-24 (SRE),2131,11,-3.18,2.21
SRI SATYA SAI,"Trade,Hotel & Restaurants",2024-25 (FRE),2376,12,11.5,2.18
SRI SATYA SAI,"Trade,Hotel & Restaurants",2025-26 (FAE),2649.727053782391,13,11.53,2.16
YSR KADAPA,"Trade,Hotel & Restaurants",2022-23 (TRE),1282.812195733915,17,,1.44
YSR KADAPA,"Trade,Hotel & Restaurants",2023-24 (SRE),1568,17,22.21,1.63
YSR KADAPA,"Trade,Hotel & Restaurants",2024-25 (FRE),1780,17,13.52,1.63
YSR KADAPA,"Trade,Hotel & Restaurants",2025-26 (FAE),1966.180605371501,16,10.45,1.6
ANNAMAYYA,"Trade,Hotel & Restaurants",2022-23 (TRE),345.3920768238233,26,,0.39
ANNAMAYYA,"Trade,Hotel & Restaurants",2023-24 (SRE),470,25,36.23,0.49
ANNAMAYYA,"Trade,Hotel & Restaurants",2024-25 (FRE),477,25,1.49,0.44
ANNAMAYYA,"Trade,Hotel & Restaurants",2025-26 (FAE),529.3692939727537,25,10.9,0.43
CHITTOOR,"Trade,Hotel & Restaurants",2022-23 (TRE),1386.0772808521601,16,,1.55
CHITTOOR,"Trade,Hotel & Restaurants",2023-24 (SRE),2008,13,44.88,2.08
CHITTOOR,"Trade,Hotel & Restaurants",2024-25 (FRE),2495,11,24.25,2.29
CHITTOOR,"Trade,Hotel & Restaurants",2025-26 (FAE),2903.6182418897356,11,16.39,2.37
TIRUPATI,"Trade,Hotel & Restaurants",2022-23 (TRE),4877.4522463954345,4,,5.47
TIRUPATI,"Trade,Hotel & Restaurants",2023-24 (SRE),3767,8,-22.76,3.91
TIRUPATI,"Trade,Hotel & Restaurants",2024-25 (FRE),4857,5,28.94,4.46
TIRUPATI,"Trade,Hotel & Restaurants",2025-26 (FAE),5537.971119804367,5,14.02,4.52
SRIKAKULAM,Railways,2022-23 (TRE),188.91718875502008,10,,2.54
SRIKAKULAM,Railways,2023-24 (SRE),219,10,15.87,2.57
SRIKAKULAM,Railways,2024-25 (FRE),233.69386878222926,10,6.85,2.54
SRIKAKULAM,Railways,2025-26 (FAE),252,10,7.69,2.51
VIZIANAGARAM,Railways,2022-23 (TRE),286.27935012778386,7,,3.84
VIZIANAGARAM,Railways,2023-24 (SRE),348,6,21.68,4.08
VIZIANAGARAM,Railways,2024-25 (FRE),289.5930909956366,8,-16.67,3.14
VIZIANAGARAM,Railways,2025-26 (FAE),313,8,7.93,3.12
PARVATHIPURAM MANYAM,Railways,2022-23 (TRE),24.464096385542167,24,,0.32
PARVATHIPURAM MANYAM,Railways,2023-24 (SRE),27,25,12.5,0.32
PARVATHIPURAM MANYAM,Railways,2024-25 (FRE),29.705607616025382,25,11.11,0.33
PARVATHIPURAM MANYAM,Railways,2025-26 (FAE),32,25,6.67,0.32
ALLURI SEETHA RAMA RAJU,Railways,2022-23 (TRE),5.189353778751369,26,,0.07
ALLURI SEETHA RAMA RAJU,Railways,2023-24 (SRE),33,23,560,0.39
ALLURI SEETHA RAMA RAJU,Railways,2024-25 (FRE),68.92286299087664,20,109.09,0.75
ALLURI SEETHA RAMA RAJU,Railways,2025-26 (FAE),74,20,7.25,0.74
POLAVARAM,Railways,2022-23 (TRE),0,27,,0
POLAVARAM,Railways,2023-24 (SRE),0,27,,0
POLAVARAM,Railways,2024-25 (FRE),0,27,,0
POLAVARAM,Railways,2025-26 (FAE),0,27,,0
VISAKHAPATNAM,Railways,2022-23 (TRE),1163.5272508214678,2,,15.63
VISAKHAPATNAM,Railways,2023-24 (SRE),1286,2,10.48,15.08
VISAKHAPATNAM,Railways,2024-25 (FRE),1355.0439730265769,2,5.37,14.69
VISAKHAPATNAM,Railways,2025-26 (FAE),1455,2,7.38,14.52
ANAKAPALLE,Railways,2022-23 (TRE),44.23306316173787,21,,0.59
ANAKAPALLE,Railways,2023-24 (SRE),60,21,36.36,0.7
ANAKAPALLE,Railways,2024-25 (FRE),65.11820388734628,21,8.33,0.7
ANAKAPALLE,Railways,2025-26 (FAE),71,21,9.23,0.71
KAKINADA,Railways,2022-23 (TRE),218.19997079225996,9,,2.93
KAKINADA,Railways,2023-24 (SRE),247,9,13.3,2.9
KAKINADA,Railways,2024-25 (FRE),278.32544672748907,9,12.55,3.01
KAKINADA,Railways,2025-26 (FAE),303,9,8.99,3.02
DR.B.R.AMBEDKAR KONASEEMA,Railways,2022-23 (TRE),0,27,,0
DR.B.R.AMBEDKAR KONASEEMA,Railways,2023-24 (SRE),0,27,,0
DR.B.R.AMBEDKAR KONASEEMA,Railways,2024-25 (FRE),0,27,,0
DR.B.R.AMBEDKAR KONASEEMA,Railways,2025-26 (FAE),0,27,,0
EAST GODAVARI,Railways,2022-23 (TRE),264.78059875867103,8,,3.56
EAST GODAVARI,Railways,2023-24 (SRE),290,8,9.43,3.4
EAST GODAVARI,Railways,2024-25 (FRE),313.5917099563665,7,8.28,3.4
EAST GODAVARI,Railways,2025-26 (FAE),339,7,7.96,3.38
WEST GODAVARI,Railways,2022-23 (TRE),171.4957867834976,11,,2.31
WEST GODAVARI,Railways,2023-24 (SRE),191,11,11.05,2.24
WEST GODAVARI,Railways,2024-25 (FRE),205.5979246330821,11,7.85,2.23
WEST GODAVARI,Railways,2025-26 (FAE),221,11,7.28,2.21
ELURU,Railways,2022-23 (TRE),25.20543263964951,23,,0.34
ELURU,Railways,2023-24 (SRE),29,24,16,0.34
ELURU,Railways,2024-25 (FRE),31.16893804046013,24,6.9,0.34
ELURU,Railways,2025-26 (FAE),33,24,6.45,0.33
KRISHNA,Railways,2022-23 (TRE),82.28832420591456,18,,1.1
KRISHNA,Railways,2023-24 (SRE),62,20,-24.39,0.73
KRISHNA,Railways,2024-25 (FRE),76.23951511305037,18,22.58,0.82
KRISHNA,Railways,2025-26 (FAE),82,18,7.89,0.82
NTR,Railways,2022-23 (TRE),2052.636531580869,1,,27.57
NTR,Railways,2023-24 (SRE),2536,1,23.53,29.74
NTR,Railways,2024-25 (FRE),2871.785957953193,1,13.25,31.14
NTR,Railways,2025-26 (FAE),3133,1,9.09,31.26
GUNTUR,Railways,2022-23 (TRE),342.868017524644,5,,4.61
GUNTUR,Railways,2023-24 (SRE),376,5,9.62,4.41
GUNTUR,Railways,2024-25 (FRE),409.43985275684247,5,8.78,4.43
GUNTUR,Railways,2025-26 (FAE),437,5,6.85,4.36
BAPATLA,Railways,2022-23 (TRE),61.28379700620665,20,,0.82
BAPATLA,Railways,2023-24 (SRE),68,18,11.48,0.8
BAPATLA,Railways,2024-25 (FRE),72.87385513685045,19,7.35,0.79
BAPATLA,Railways,2025-26 (FAE),79,19,8.22,0.79
PALNADU,Railways,2022-23 (TRE),100.6981745162468,16,,1.36
PALNADU,Railways,2023-24 (SRE),110,17,8.91,1.29
PALNADU,Railways,2024-25 (FRE),119.26142959143198,17,8.18,1.29
PALNADU,Railways,2025-26 (FAE),129,17,8.4,1.29
MARKAPURAM,Railways,2022-23 (TRE),38.0552610441767,22,,0.51
MARKAPURAM,Railways,2023-24 (SRE),42,22,10.53,0.49
MARKAPURAM,Railways,2024-25 (FRE),45.07057707259024,23,7.14,0.49
MARKAPURAM,Railways,2025-26 (FAE),49,23,8.89,0.49
PRAKASAM,Railways,2022-23 (TRE),109.09998539612998,14,,1.46
PRAKASAM,Railways,2023-24 (SRE),120,15,10.09,1.41
PRAKASAM,Railways,2024-25 (FRE),129.21207647758825,15,7.5,1.4
PRAKASAM,Railways,2025-26 (FAE),139,15,7.75,1.39
SPS NELLORE,Railways,2022-23 (TRE),475.5672070098575,4,,6.39
SPS NELLORE,Railways,2023-24 (SRE),510,4,7.14,5.98
SPS NELLORE,Railways,2024-25 (FRE),531.0426110273701,4,4.12,5.76
SPS NELLORE,Railways,2025-26 (FAE),571,4,7.53,5.7
KURNOOL,Railways,2022-23 (TRE),98.84483388097846,17,,1.33
KURNOOL,Railways,2023-24 (SRE),112,16,13.13,1.31
KURNOOL,Railways,2024-25 (FRE),128.4804112653709,16,14.29,1.39
KURNOOL,Railways,2025-26 (FAE),138,16,7.81,1.38
NANDYAL,Railways,2022-23 (TRE),154.0743848119752,13,,2.07
NANDYAL,Railways,2023-24 (SRE),169,13,9.74,1.98
NANDYAL,Railways,2024-25 (FRE),182.47730392701308,12,7.69,1.97
NANDYAL,Railways,2025-26 (FAE),197,12,8.24,1.97
ANANTHAPURAMU,Railways,2022-23 (TRE),900.2293245710113,3,,12.09
ANANTHAPURAMU,Railways,2023-24 (SRE),965,3,7.22,11.32
ANANTHAPURAMU,Railways,2024-25 (FRE),1041.159596985323,3,7.88,11.29
ANANTHAPURAMU,Railways,2025-26 (FAE),1172,3,12.58,11.7
SRI SATYA SAI,Railways,2022-23 (TRE),106.87597663380795,15,,1.44
SRI SATYA SAI,Railways,2023-24 (SRE),133,14,24.3,1.56
SRI SATYA SAI,Railways,2024-25 (FRE),143.69904767949225,14,8.27,1.56
SRI SATYA SAI,Railways,2025-26 (FAE),155,14,7.64,1.55
YSR KADAPA,Railways,2022-23 (TRE),154.93927710843374,12,,2.08
YSR KADAPA,Railways,2023-24 (SRE),176,12,13.55,2.06
YSR KADAPA,Railways,2024-25 (FRE),158.18601888139628,13,-10.23,1.71
YSR KADAPA,Railways,2025-26 (FAE),170,13,7.59,1.7
ANNAMAYYA,Railways,2022-23 (TRE),18.03918218327857,25,,0.24
ANNAMAYYA,Railways,2023-24 (SRE),20,26,11.11,0.23
ANNAMAYYA,Railways,2024-25 (FRE),22.53528853629512,26,15,0.25
ANNAMAYYA,Railways,2025-26 (FAE),24,26,4.35,0.24
CHITTOOR,Railways,2022-23 (TRE),63.50780576852866,19,,0.86
